acronym,volume,edition_date,shelf_number,country,dates,pages,id,source_name,source_author,source_URL,notes,reference,type,notes
AN-SDN,,,,,1937-1938,,"Société des Nations, Annuaire statistique 1937-1938.",Annuaire statistique de la Société des Nations,Société des Nations,,,Annuaire Statistique SDN,secondary,
AN-SDN,,,,,1938-1939,,"Société des Nations, Annuaire statistique 1938-1939.",Annuaire statistique de la Société des Nations,Société des Nations,,,Annuaire Statistique SDN,secondary,
AN-SDN,,,,,1939-1940,,"Société des Nations, Annuaire statistique 1939-1940.",Annuaire statistique de la Société des Nations,Société des Nations,,,Annuaire Statistique SDN,secondary,
MC-SDN,2,,,,1912-1926,,"Société des Nations, Mémorandum sur le commerce international et sur les balances des paiements 1912-1926 (II)",Mémorandum sur le commerce international et sur les balances des paiements,Société des Nations,,,Memorandum commerce SDN,secondary,
MC-SDN,3,,,,1926-1928,,"Société des Nations, Mémorandum sur le commerce international et sur les balances des paiements 1926-1928 (III)",Mémorandum sur le commerce international et sur les balances des paiements,Société des Nations,,,Memorandum commerce SDN,secondary,
MC-SDN,3,,,,1927-1929,,"Société des Nations, Mémorandum sur le commerce international et sur les balances des paiements 1927-1929 (III)",Mémorandum sur le commerce international et sur les balances des paiements,Société des Nations,,,Memorandum commerce SDN,secondary,
SC-SDN,,,,,1930,,"Société des Nations, Statistiques du commerce extérieur 1930.",Statistiques du commerce extérieur,Société des Nations,,,Statistiques commerce SDN,secondary,
SC-SDN,,,,,1931-1932,,"Société des Nations, Statistiques du commerce extérieur 1931 et 1932.",Statistiques du commerce extérieur,Société des Nations,,,Statistiques commerce SDN,secondary,
SC-SDN,,,,,1934,,"Société des Nations, Statistiques du commerce extérieur 1934.",Statistiques du commerce extérieur,Société des Nations,,,Statistiques commerce SDN,secondary,
SC-SDN,,,,,1936,,"Société des Nations, Statistiques du commerce extérieur 1936.",Statistiques du commerce extérieur,Société des Nations,,,Statistiques commerce SDN,secondary,
SC-SDN,,,,,1937,,"Société des Nations, Statistiques du commerce extérieur 1937.",Statistiques du commerce extérieur,Société des Nations,,,Statistiques commerce SDN,secondary,
SC-SDN,,,,,,,"Société des Nations, Statistiques du commerce extérieur.",Statistiques du commerce extérieur,Société des Nations,,,Statistiques commerce SDN,secondary,
SA-BC,53,,,,1901-1915,,"Statistical Abstract for British self-governing dominions, colonies, possessions, and protectorates in each year from 1901 to 1915 (53).","Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,Statistical Abstract British Colonies,secondary,
SA-BC,61,,,,1924-1930,,Statistical Abstract for the British Empire for each of the seven years 1924 to 1930 (61),Statistical Abstract for the British Empire,Board of Trade,,,Statistical Abstract British Colonies,secondary,
SA-BC,63,,,,1924-1933,,Statistical Abstract for the British Empire for each of the ten years 1924 to 1933 (63),Statistical Abstract for the British Empire,Board of Trade,,,Statistical Abstract British Colonies,secondary,
SA-BC,66,,,,1927-1936,,Statistical Abstract for the British Empire for each of the ten years 1927 to 1936 (66),Statistical Abstract for the British Empire,Board of Trade,,,Statistical Abstract British Colonies,secondary,
SA-BC,68,,,,1929-1938,,Statistical Abstract for the British Empire for each of the ten years 1929 to 1938 (68),Statistical Abstract for the British Empire,Board of Trade,,,Statistical Abstract British Colonies,secondary,
SA-BC,60,,,,"1913, 1924-29",,"Statistical Abstract for the British Empire for each of the years 1913, 1924-29 (60)",Statistical Abstract for the British Empire,Board of Trade,,,Statistical Abstract British Colonies,secondary,
SA-BC,51,,,,1899-1913,,"Statistical Abstract for the British self-governing dominions, colonies, possessions, and protectorates in each year from 1899 to 1913 (51)","Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,Statistical Abstract British Colonies,secondary,
SA-FC,1,,,,1860-1872,,Statistical Abstract for the principal and other Foreign Countries in each year from 1860 to 1872 (1),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,4,,,,1860-1875/76,,Statistical Abstract for the principal and other Foreign Countries in each year from 1860 to 1875/76 (4),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,5,,,,1865-1876/77,,Statistical Abstract for the principal and other Foreign Countries in each year from 1865 to 1876/77 (5),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,7,,,,1868-1878/79,,Statistical Abstract for the principal and other Foreign Countries in each year from 1868 to 1878/79 (7),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,8,,,,1870-1879/80,,Statistical Abstract for the principal and other Foreign Countries in each year from 1870 to 1879/80 (8),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,9,,,,1871-1880/81,,Statistical Abstract for the principal and other Foreign Countries in each year from 1871 to 1880/81 (9),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,10,,,,1872-1881/82,,Statistical Abstract for the principal and other Foreign Countries in each year from 1872 to 1881/82 (10),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,13,,,,1875-1884/85,,Statistical Abstract for the principal and other Foreign Countries in each year from 1875 to 1884/85 (13),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,15,,,,1877-1886/87,,Statistical Abstract for the principal and other Foreign Countries in each year from 1877 to 1886/87 (15),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,16,,,,1878-1887/88,,Statistical Abstract for the principal and other Foreign Countries in each year from 1878 to 1887/88 (16),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,17,,,,1879-1888/89,,Statistical Abstract for the principal and other Foreign Countries in each year from 1879 to 1888/89 (17),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,18,,,,1880-1889/90,,Statistical Abstract for the principal and other Foreign Countries in each year from 1880 to 1889/90 (18),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,19,,,,1881-1890/91,,Statistical Abstract for the principal and other Foreign Countries in each year from 1881 to 1890/91 (19),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,20,,,,1882-1891/92,,Statistical Abstract for the principal and other Foreign Countries in each year from 1882 to 1891/92 (20),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,21,,,,1883-1892/93,,Statistical Abstract for the principal and other Foreign Countries in each year from 1883 to 1892/93 (21),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,22,,,,1884-1893/94,,Statistical Abstract for the principal and other Foreign Countries in each year from 1884 to 1893/94 (22),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,23,,,,1885-1894/95,,Statistical Abstract for the principal and other Foreign Countries in each year from 1885 to 1894/95 (23),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,26,,,,1888-1897/98,,Statistical Abstract for the principal and other Foreign Countries in each year from 1888 to 1897/98 (26),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,27,,,,1889-1898/99,,Statistical Abstract for the principal and other Foreign Countries in each year from 1889 to 1898/99 (27),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,29,,,,1891-1900/01,,Statistical Abstract for the principal and other Foreign Countries in each year from 1891 to 1900/01 (29),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,30,,,,1892-1901/02,,Statistical Abstract for the principal and other Foreign Countries in each year from 1892 to 1901/02 (30),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,32,,,,1894-1903/04,,Statistical Abstract for the principal and other Foreign Countries in each year from 1894 to 1903/04 (32),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,33,,,,1895-1904/05,,Statistical Abstract for the principal and other Foreign Countries in each year from 1895 to 1904/05 (33),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,35,,,,1897-1907/08,,Statistical Abstract for the principal and other Foreign Countries in each year from 1897 to 1907/08 (35),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,36,,,,1898-1908/09,,Statistical Abstract for the principal and other Foreign Countries in each year from 1898 to 1908/09 (36),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,37,,,,1899-1909/10,,Statistical Abstract for the principal and other Foreign Countries in each year from 1899 to 1909/10 (37),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,38,,,,1900-1910/11,,Statistical Abstract for the principal and other Foreign Countries in each year from 1900 to 1910/11 (38),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,39,,,,1901-1912,,Statistical Abstract for the principal and other Foreign Countries in each year from 1901 to 1912 (39),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,,,,,1907-1918,,Statistical Abstract for the principal and other Foreign Countries in each year from 1907 to 1918,Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-FC,39,,,,1907-1918,,Statistical Abstract for the principal and other Foreign Countries in each year from 1907 to 1918 (39),Statistical Abstract for the principal and other Foreign Countries,,,,Statistical Abstract Foreign Countries,secondary,
SA-BC,41,,,,1889-1903,,"Statistical Abstract for the several British colonies, possessions, and protectorates in each year from 1889 to 1903 (41)","Statistical Abstract for the several British colonies, possessions, and protectorates",,,,Statistical Abstract British Colonies,secondary,
SA-BC,42,,,,1890-1904,,"Statistical Abstract for the several British colonies, possessions, and protectorates in each year from 1890 to 1904 (42)","Statistical Abstract for the several British colonies, possessions, and protectorates",,,,Statistical Abstract British Colonies,secondary,
SA-BC,43,,,,1891-1905,,"Statistical Abstract for the several British colonies, possessions, and protectorates in each year from 1891 to 1905 (43)","Statistical Abstract for the several British colonies, possessions, and protectorates",,,,Statistical Abstract British Colonies,secondary,
SA-BC,44,,,,1892-1906,,"Statistical Abstract for the several British colonies, possessions, and protectorates in each year from 1892 to 1906 (44)","Statistical Abstract for the several British colonies, possessions, and protectorates",,,,Statistical Abstract British Colonies,secondary,
SA-BC,45,,,,1893-1907,,"Statistical Abstract for the several British colonies, possessions, and protectorates in each year from 1893 to 1907 (45)","Statistical Abstract for the several British colonies, possessions, and protectorates",,,,Statistical Abstract British Colonies,secondary,
SA-BC,59,,,,"1913, 1922-27",,Statistical Abstract for the several British oversea dominions and protectorates for each of the years 1913 and 1922 to 1927 (59),Statistical Abstract for the several British oversea dominions and protectorates,,,,Statistical Abstract British Colonies,secondary,
SA-BC,55,,,,1905-1919,,Statistical Abstract for the several British oversea dominions and protectorates in each year from 1905 to 1919 (55),Statistical Abstract for the several British oversea dominions and protectorates,,,,Statistical Abstract British Colonies,secondary,
SA-BC,47,,,,1895-1909,,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1895 to 1909 (47)","Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,Statistical Abstract British Colonies,secondary,
SA-BC,48,,,,1896-1910,,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1896 to 1910 (48)","Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,Statistical Abstract British Colonies,secondary,
SA-BC,49,,,,1897-1911,,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1897 to 1911 (49)","Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,Statistical Abstract British Colonies,secondary,
SA-BC,51,,,,1899-1913,,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1899 to 1913 (51)","Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,Statistical Abstract British Colonies,secondary,
SA-BC,52,,,,1900-1914,,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1900 to 1914 (52)","Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,Statistical Abstract British Colonies,secondary,
SA-BC,53,,,,1901-1915,,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1901 to 1915 (53)","Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,Statistical Abstract British Colonies,secondary,
SA-BC,1,,,,1850-1863,,Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1850 to 1863 (1),Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,Statistical Abstract British Colonies,secondary,
SA-BC,13,,,,1861-1875,,Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1861 to 1875 (13),Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,Statistical Abstract British Colonies,secondary,
SA-BC,15,,,,1863-1877,,Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1863 to 1877 (15),Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,Statistical Abstract British Colonies,secondary,
